id,image_url,type
204040,https://inaturalist-open-data.s3.amazonaws.com/photos/258989/medium.jpg,пестроносая
1087092,https://inaturalist-open-data.s3.amazonaws.com/photos/1365460/medium.jpg,пестроносая
1408540,https://inaturalist-open-data.s3.amazonaws.com/photos/1742838/medium.JPG,пестроносая
1449421,https://inaturalist-open-data.s3.amazonaws.com/photos/1795936/medium.JPG,пестроносая
1500750,https://inaturalist-open-data.s3.amazonaws.com/photos/1858776/medium.JPG,пестроносая
1500857,https://inaturalist-open-data.s3.amazonaws.com/photos/1858927/medium.JPG,пестроносая
1505264,https://inaturalist-open-data.s3.amazonaws.com/photos/1864823/medium.JPG,пестроносая
1515213,https://static.inaturalist.org/photos/1877101/medium.JPG,пестроносая
1535457,https://inaturalist-open-data.s3.amazonaws.com/photos/1902411/medium.JPG,пестроносая
1535745,https://static.inaturalist.org/photos/1902825/medium.JPG,пестроносая
1555578,https://inaturalist-open-data.s3.amazonaws.com/photos/1926044/medium.jpg,пестроносая
1555618,https://inaturalist-open-data.s3.amazonaws.com/photos/1926050/medium.jpg,пестроносая
1559272,https://static.inaturalist.org/photos/1930425/medium.JPG,пестроносая
1559306,https://static.inaturalist.org/photos/1930462/medium.JPG,пестроносая
1578028,https://inaturalist-open-data.s3.amazonaws.com/photos/1949982/medium.jpg,пестроносая
1621612,https://inaturalist-open-data.s3.amazonaws.com/photos/1991344/medium.JPG,пестроносая
1635715,https://static.inaturalist.org/photos/2006436/medium.jpg,пестроносая
1786012,https://inaturalist-open-data.s3.amazonaws.com/photos/2162298/medium.JPG,пестроносая
1873853,https://inaturalist-open-data.s3.amazonaws.com/photos/2282219/medium.JPG,пестроносая
2351233,https://static.inaturalist.org/photos/2612946/medium.jpg,пестроносая
2436928,https://static.inaturalist.org/photos/2717000/medium.jpg,пестроносая
2540124,https://inaturalist-open-data.s3.amazonaws.com/photos/2837161/medium.jpg,пестроносая
3891353,https://inaturalist-open-data.s3.amazonaws.com/photos/4569448/medium.jpeg,пестроносая
3992773,https://inaturalist-open-data.s3.amazonaws.com/photos/4715488/medium.jpeg,пестроносая
4153773,https://inaturalist-open-data.s3.amazonaws.com/photos/4946774/medium.jpeg,пестроносая
4831004,https://inaturalist-open-data.s3.amazonaws.com/photos/5862514/medium.jpeg,пестроносая
5017546,https://inaturalist-open-data.s3.amazonaws.com/photos/6138390/medium.jpeg,пестроносая
5147870,https://inaturalist-open-data.s3.amazonaws.com/photos/6340739/medium.jpg,пестроносая
5147886,https://inaturalist-open-data.s3.amazonaws.com/photos/6340770/medium.jpg,пестроносая
5235288,https://inaturalist-open-data.s3.amazonaws.com/photos/6472240/medium.jpeg,пестроносая
5235289,https://inaturalist-open-data.s3.amazonaws.com/photos/6472241/medium.jpeg,пестроносая
5235337,https://inaturalist-open-data.s3.amazonaws.com/photos/6472317/medium.jpeg,пестроносая
5383315,https://inaturalist-open-data.s3.amazonaws.com/photos/6610366/medium.jpeg,пестроносая
5399517,https://inaturalist-open-data.s3.amazonaws.com/photos/6634737/medium.jpeg,пестроносая
5609360,https://static.inaturalist.org/photos/6932423/medium.jpg,пестроносая
5643831,https://inaturalist-open-data.s3.amazonaws.com/photos/6983921/medium.jpeg,пестроносая
5672354,https://static.inaturalist.org/photos/7024108/medium.jpg,пестроносая
6158851,https://static.inaturalist.org/photos/7722240/medium.jpeg,пестроносая
6158930,https://inaturalist-open-data.s3.amazonaws.com/photos/7722368/medium.jpg,пестроносая
6191013,https://inaturalist-open-data.s3.amazonaws.com/photos/7769932/medium.jpg,пестроносая
6260761,https://inaturalist-open-data.s3.amazonaws.com/photos/7873688/medium.jpg,пестроносая
6266754,https://inaturalist-open-data.s3.amazonaws.com/photos/7882374/medium.jpg,пестроносая
6345896,https://inaturalist-open-data.s3.amazonaws.com/photos/7998720/medium.jpg,пестроносая
6979629,https://inaturalist-open-data.s3.amazonaws.com/photos/8932288/medium.jpeg,пестроносая
7280899,https://inaturalist-open-data.s3.amazonaws.com/photos/9415050/medium.jpg,пестроносая
7350636,https://inaturalist-open-data.s3.amazonaws.com/photos/9528575/medium.jpg,пестроносая
7427086,https://inaturalist-open-data.s3.amazonaws.com/photos/9651259/medium.jpeg,пестроносая
8385190,https://inaturalist-open-data.s3.amazonaws.com/photos/11152882/medium.jpg,пестроносая
8997694,https://inaturalist-open-data.s3.amazonaws.com/photos/12126481/medium.jpeg,пестроносая
9133710,https://inaturalist-open-data.s3.amazonaws.com/photos/12344791/medium.jpeg,пестроносая
9137091,https://inaturalist-open-data.s3.amazonaws.com/photos/12350454/medium.jpeg,пестроносая
9139854,https://inaturalist-open-data.s3.amazonaws.com/photos/12354969/medium.jpeg,пестроносая
9643043,https://inaturalist-open-data.s3.amazonaws.com/photos/13169643/medium.jpeg,пестроносая
9769289,https://inaturalist-open-data.s3.amazonaws.com/photos/13380569/medium.jpg,пестроносая
